Date,Open,High,Low,Close,Adj Close,Volume,cumret
1995-05-04,37.625,37.625,37.421875,37.421875,25.962942123413086,55800,1.0
1995-05-05,37.25,37.25,37.0,37.1875,25.80031967163086,3000,0.9937363627354245
1995-05-08,37.1875,37.421875,37.1875,37.421875,25.962942123413086,53000,1.0
1995-05-09,37.5,37.5,37.28125,37.28125,25.865381240844727,3700,0.9962423025054475
1995-05-10,37.609375,37.609375,37.421875,37.515625,26.027969360351562,1300,1.0025046174131333
1995-05-11,37.453125,37.625,37.453125,37.625,26.10385513305664,10600,1.005427466924732
1995-05-12,37.65625,37.828125,37.65625,37.828125,26.244783401489258,2500,1.010855521563637
1995-05-15,37.890625,38.0625,37.890625,38.0625,26.407390594482422,5400,1.0171185711140394
1995-05-16,38.171875,38.359375,38.109375,38.359375,26.61335563659668,1100,1.025051610487436
1995-05-17,38.296875,38.375,38.265625,38.265625,26.548330307006836,42600,1.0225470665385743
1995-05-18,38.203125,38.203125,37.9375,37.9375,26.320669174194336,3700,1.0137783710752355
1995-05-19,37.5625,37.765625,37.5625,37.765625,26.201433181762695,600,1.0091858255977293
1995-05-22,37.90625,38.09375,37.90625,38.0625,26.407390594482422,26500,1.0171185711140394
1995-05-23,38.15625,38.34375,38.109375,38.25,26.537479400634766,2900,1.0221291282971958
1995-05-24,38.53125,38.53125,38.3125,38.3125,26.580839157104492,8100,1.023799191584462
1995-05-25,38.15625,38.390625,38.15625,38.390625,26.635038375854492,9200,1.0258867523274766
1995-05-26,38.296875,38.296875,37.921875,37.921875,26.309833526611328,2800,1.0133610205480303
1995-05-30,38.203125,38.21875,38.0,38.0,26.36403465270996,6000,1.0154486547553165
1995-05-31,37.921875,38.0,37.71875,38.0,26.36403465270996,4000,1.0154486547553165
1995-06-01,38.21875,38.265625,38.1875,38.25,26.537479400634766,7700,1.0221291282971958
1995-06-02,38.046875,38.359375,38.046875,38.359375,26.61335563659668,3600,1.025051610487436
1995-06-05,38.453125,38.8125,38.453125,38.8125,26.927736282348633,2300,1.0371604325253072
1995-06-06,38.828125,38.890625,38.71875,38.78125,26.906049728393555,71800,1.0363251437567234
1995-06-07,38.6875,38.703125,38.6875,38.703125,26.85185432434082,300,1.034237729942252
1995-06-08,38.59375,38.75,38.59375,38.75,26.88437271118164,2100,1.0354902223094977
1995-06-09,38.6875,38.6875,38.453125,38.453125,26.678407669067383,700,1.027557182936101
1995-06-12,38.5,38.71875,38.5,38.71875,26.862701416015625,29300,1.0346555212550872
1995-06-13,38.9375,39.015625,38.90625,38.9375,27.014461517333984,3600,1.0405007794926542
1995-06-14,39.015625,39.046875,38.953125,39.046875,27.090333938598633,2500,1.0434231147543513
1995-06-15,39.03125,39.25,39.03125,39.25,27.23126792907715,3200,1.0488513897860714
1995-06-16,38.984375,39.15625,38.984375,39.15625,27.232152938842773,900,1.0488854772081138
1995-06-19,39.3125,39.609375,39.25,39.609375,27.54727554321289,31500,1.061022876847654
1995-06-20,39.671875,39.71875,39.59375,39.625,27.55814552307129,2000,1.0614415497317489
1995-06-21,39.859375,39.90625,39.796875,39.828125,27.69942283630371,3300,1.0668830483323648
1995-06-22,39.9375,40.140625,39.90625,40.078125,27.8732852935791,4200,1.073579610549734
1995-06-23,40.203125,40.203125,40.109375,40.125,27.90587043762207,115200,1.0748346741664871
1995-06-26,39.875,39.875,39.59375,39.59375,27.536407470703125,1900,1.0606042774278308
1995-06-27,39.5,39.5,39.109375,39.109375,27.199527740478516,2700,1.047628870841656
1995-06-28,39.3125,39.421875,39.109375,39.296875,27.32994270324707,4000,1.0526519904152634
1995-06-29,39.4375,39.546875,39.265625,39.421875,27.416879653930664,1800,1.056000491916763
1995-06-30,39.6875,39.78125,39.578125,39.65625,27.57988739013672,3700,1.0622789689642103
1995-07-03,39.65625,39.671875,39.625,39.671875,27.590734481811523,900,1.0626967602770456
1995-07-05,39.9375,40.046875,39.90625,39.90625,27.753746032714844,7800,1.0689753842530363
1995-07-06,39.890625,40.140625,39.890625,40.140625,27.91674041748047,1000,1.075253347050582
1995-07-07,40.34375,40.8125,40.25,40.8125,28.3840274810791,210300,1.0932515793532778
1995-07-10,40.859375,41.0,40.703125,40.78125,28.36228370666504,63700,1.0924140866565448
1995-07-11,40.625,40.796875,40.546875,40.546875,28.19929313659668,51800,1.0861362707875422
1995-07-12,40.765625,41.1875,40.765625,41.03125,28.53615379333496,13700,1.0991109427310004
1995-07-13,41.109375,41.390625,41.03125,41.296875,28.72088050842285,20600,1.1062259574396496
1995-07-14,41.0,41.1875,40.984375,41.09375,28.57962417602539,21800,1.1007852669460219
1995-07-17,41.25,41.390625,41.140625,41.140625,28.612224578857422,21700,1.1020409182769484
1995-07-18,41.265625,41.265625,40.734375,40.796875,28.373138427734375,16000,1.0928321718264664
1995-07-19,40.296875,40.3125,39.140625,39.703125,27.612476348876953,23400,1.063534179509507
1995-07-20,39.984375,40.21875,39.96875,40.125,27.90587043762207,108600,1.0748346741664871
1995-07-21,40.390625,40.5,40.25,40.359375,28.068878173828125,2500,1.0811131512139347
1995-07-24,40.46875,40.65625,40.46875,40.65625,28.275360107421875,2100,1.0890660994049468
1995-07-25,40.734375,41.140625,40.734375,41.140625,28.612224578857422,3400,1.1020409182769484
1995-07-26,41.09375,41.40625,41.09375,41.265625,28.69915008544922,7100,1.105388978992818
1995-07-27,41.609375,41.609375,41.609375,41.609375,28.938196182250977,2300,1.1145961826935955
1995-07-28,41.71875,41.71875,41.484375,41.609375,28.938196182250977,1600,1.1145961826935955
1995-07-31,41.546875,41.578125,41.390625,41.578125,28.91650390625,5200,1.1137606735321968
1995-08-01,41.5625,41.5625,41.0,41.40625,28.79696273803711,8300,1.1091563737712273
1995-08-02,41.578125,41.578125,41.484375,41.515625,28.873016357421875,4500,1.1120856881387304
1995-08-03,40.796875,40.96875,40.515625,40.9375,28.47095489501953,4200,1.0965997135334191
1995-08-04,41.09375,41.109375,41.015625,41.015625,28.525285720825195,2000,1.0986923433111773
1995-08-07,41.046875,41.296875,41.046875,41.28125,28.710002899169922,3300,1.1058069906984682
1995-08-08,41.453125,41.453125,41.1875,41.1875,28.644819259643555,4000,1.10329634921506
1995-08-09,41.5,41.5,41.390625,41.46875,28.840421676635742,1700,1.110830257200619
1995-08-10,41.515625,41.5625,41.21875,41.328125,28.742610931396484,4700,1.1070629358864812
1995-08-11,41.390625,41.390625,41.203125,41.25,28.688291549682617,35000,1.104970746894353
1995-08-14,41.328125,41.5625,41.328125,41.5,28.86215591430664,3100,1.1116673825759937
1995-08-15,41.625,41.625,41.375,41.609375,28.938196182250977,6500,1.1145961826935955
1995-08-16,41.640625,42.09375,41.640625,42.09375,29.275096893310547,40600,1.1275723973867584
1995-08-17,42.28125,42.46875,42.171875,42.4375,29.51416015625,17500,1.1367802622659804
1995-08-18,42.6875,42.6875,42.375,42.5,29.557649612426758,1300,1.1384553211237183
1995-08-21,42.65625,42.703125,42.140625,42.15625,29.31855583190918,14000,1.1292462808161499
1995-08-22,42.109375,42.28125,42.078125,42.171875,29.329437255859375,6300,1.1296653944858746
1995-08-23,42.3125,42.40625,42.3125,42.40625,29.492422103881836,2000,1.1359429899620623
1995-08-24,42.375,42.375,42.09375,42.21875,29.362051010131836,3600,1.1309215600667026
1995-08-25,42.296875,42.390625,42.140625,42.28125,29.40549087524414,40500,1.1325947088533777
1995-08-28,42.3125,42.3125,41.953125,42.15625,29.31855583190918,7300,1.1292462808161499
1995-08-29,42.15625,42.15625,41.5,41.921875,29.155563354492188,81600,1.1229683914828756
1995-08-30,42.109375,42.171875,42.09375,42.125,29.29683494567871,55000,1.1284096696906765
1995-08-31,42.28125,42.453125,42.265625,42.390625,29.481571197509766,1200,1.1355250517206839
1995-09-01,42.296875,42.484375,42.296875,42.484375,29.546749114990234,4300,1.1380354728112771
1995-09-05,42.609375,42.96875,42.609375,42.96875,29.883625030517578,53500,1.1510107324689087
1995-09-06,43.015625,43.5,43.015625,43.5,30.253087997436523,48900,1.165241129207565
1995-09-07,43.5,43.59375,43.390625,43.46875,30.23137855529785,29800,1.1644049588677217
1995-09-08,43.59375,43.640625,43.359375,43.640625,30.350902557373047,7000,1.1690085974502462
1995-09-11,43.75,43.828125,43.6875,43.6875,30.38349151611328,10700,1.1702638079955427
1995-09-12,43.671875,43.828125,43.65625,43.828125,30.481311798095703,26800,1.1740314966310388
1995-09-13,43.71875,43.875,43.5,43.8125,30.470441818237305,25000,1.1736128237469439
1995-09-14,43.984375,43.984375,43.734375,43.734375,30.41609764099121,65700,1.1715196797192842
1995-09-15,43.59375,43.59375,43.375,43.4375,30.20962905883789,4300,1.1635672457781736
1995-09-18,43.390625,43.390625,43.125,43.15625,30.01402473449707,3900,1.156033264328343
1995-09-19,43.515625,43.796875,43.515625,43.796875,30.459577560424805,2800,1.1731943712556638
1995-09-20,43.875,43.96875,43.828125,43.96875,30.579118728637695,3500,1.177798671016633
1995-09-21,43.8125,43.8125,43.34375,43.625,30.340036392211914,6900,1.1685900714946946
1995-09-22,43.296875,43.5,43.265625,43.46875,30.23137855529785,5000,1.1644049588677217
1995-09-25,43.453125,43.453125,43.0,43.0,29.90538215637207,2200,1.1518487394155432
1995-09-26,43.171875,43.3125,42.96875,43.078125,29.95969009399414,3700,1.1539404876220416
1995-09-27,42.703125,42.703125,42.609375,42.609375,29.63368797302246,1700,1.1413840477770483
1995-09-28,43.109375,43.46875,43.109375,43.4375,30.20962905883789,2600,1.1635672457781736
1995-09-29,43.453125,43.484375,43.25,43.40625,30.187915802001953,6900,1.1627309285097869
1995-10-02,43.1875,43.359375,43.0,43.0,29.90538215637207,2000,1.1518487394155432
1995-10-03,42.765625,42.8125,42.453125,42.453125,29.525035858154297,16800,1.1371991555428904
1995-10-04,42.09375,42.1875,41.984375,42.0625,29.253353118896484,1200,1.1267349046900252
1995-10-05,41.828125,42.328125,41.828125,42.328125,29.43808937072754,9000,1.1338502867200326
1995-10-06,42.375,42.53125,42.375,42.453125,29.525035858154297,1300,1.1371991555428904
1995-10-09,42.140625,42.140625,41.34375,41.46875,28.840421676635742,13500,1.110830257200619
1995-10-10,40.78125,40.984375,40.6875,40.9375,28.47095489501953,4100,1.0965997135334191
1995-10-11,41.5625,42.109375,41.46875,42.0625,29.253353118896484,42800,1.1267349046900252
1995-10-12,42.09375,42.5,42.09375,42.5,29.557649612426758,1600,1.1384553211237183
1995-10-13,42.84375,42.84375,42.703125,42.703125,29.698904037475586,7500,1.1438959381530744
1995-10-16,42.8125,42.8125,42.5,42.53125,29.57938003540039,79400,1.13929229957055
1995-10-17,42.484375,43.046875,42.484375,43.046875,29.937978744506836,4800,1.1531042438179264
1995-10-18,43.53125,43.53125,43.078125,43.078125,29.95969009399414,56200,1.1539404876220416
1995-10-19,43.109375,43.109375,43.0,43.015625,29.91623306274414,2600,1.1522666776569217
1995-10-20,43.109375,43.15625,42.625,42.6875,29.688037872314453,26400,1.1434774121975229
1995-10-23,42.265625,42.796875,42.265625,42.65625,29.666297912597656,8100,1.142640066429333
1995-10-24,42.796875,42.796875,42.5625,42.703125,29.698904037475586,2400,1.1438959381530744
1995-10-25,42.8125,42.8125,42.015625,42.125,29.29683494567871,12500,1.1284096696906765
1995-10-26,42.125,42.125,41.359375,41.359375,28.764352798461914,17900,1.1079003551189428
1995-10-27,41.5625,41.953125,41.375,41.9375,29.166425704956055,79400,1.123386770509884
1995-10-30,42.125,42.40625,42.125,42.25,29.38376808166504,4700,1.1317580242636327
1995-10-31,42.453125,42.453125,42.03125,42.03125,29.23163604736328,23100,1.1258984404930952
1995-11-01,42.109375,42.265625,42.109375,42.265625,29.394622802734375,6200,1.1321761094335545
1995-11-02,42.875,43.15625,42.875,43.15625,30.01402473449707,1300,1.156033264328343
1995-11-03,43.3125,43.390625,43.171875,43.390625,30.177040100097656,6300,1.162312035232877
1995-11-06,43.28125,43.515625,43.1875,43.34375,30.14444351196289,7600,1.1610565308304936
1995-11-07,43.03125,43.125,42.703125,42.703125,29.698904037475586,5700,1.1438959381530744
1995-11-08,43.0,43.171875,42.984375,42.984375,29.89447784423828,4900,1.1514287441745588
1995-11-09,43.34375,43.4375,43.21875,43.4375,30.20962905883789,35300,1.1635672457781736
1995-11-10,43.390625,43.484375,43.359375,43.484375,30.242233276367188,2400,1.1648230440376435
1995-11-13,43.375,43.484375,43.140625,43.140625,30.00315284729004,2600,1.1556145179799764
1995-11-14,42.96875,43.078125,42.6875,42.6875,29.688037872314453,30000,1.1434774121975229
1995-11-15,42.75,42.953125,42.578125,42.953125,29.872777938842773,9200,1.1505929411560734
1995-11-16,42.828125,43.3125,42.828125,43.15625,30.01402473449707,13400,1.156033264328343
1995-11-17,43.265625,43.359375,43.265625,43.28125,30.100976943969727,5000,1.1593823535440155
1995-11-20,43.234375,43.28125,42.84375,42.84375,29.796709060668945,25500,1.1476630390743972
1995-11-21,42.796875,42.828125,42.453125,42.703125,29.698904037475586,7500,1.1438959381530744
1995-11-22,42.734375,43.0,42.734375,42.859375,29.80758285522461,5600,1.1480818588870354
1995-11-24,42.8125,42.890625,42.8125,42.890625,29.829315185546875,400,1.1489189107981386
1995-11-27,43.28125,43.28125,42.96875,43.015625,29.91623306274414,10000,1.1522666776569217
1995-11-28,42.828125,43.375,42.828125,43.375,30.166166305541992,9400,1.1618932154202388
1995-11-29,43.5625,43.8125,43.359375,43.8125,30.470441818237305,29000,1.1736128237469439
1995-11-30,43.8125,44.0,43.703125,43.796875,30.459577560424805,26900,1.1731943712556638
1995-12-01,43.8125,43.875,43.6875,43.8125,30.470441818237305,18900,1.1736128237469439
1995-12-04,44.015625,44.421875,44.015625,44.421875,30.89425277709961,86600,1.1899365114418032
1995-12-05,44.234375,44.53125,44.203125,44.359375,30.850772857666016,32200,1.1882618199054236
1995-12-06,44.359375,44.359375,43.90625,43.9375,30.557371139526367,1100,1.1769610313913568
1995-12-07,43.875,43.875,43.5,43.5,30.253087997436523,1100,1.165241129207565
1995-12-08,43.828125,43.84375,43.59375,43.8125,30.470441818237305,1700,1.1736128237469439
1995-12-11,43.84375,43.859375,43.84375,43.859375,30.503032684326172,1100,1.1748681077565122
1995-12-12,43.828125,43.859375,43.578125,43.703125,30.394384384155273,46400,1.1706833624508974
1995-12-13,43.734375,43.734375,43.65625,43.703125,30.394384384155273,6500,1.1706833624508974
1995-12-14,43.8125,43.8125,43.0,43.0,29.90538215637207,2200,1.1518487394155432
1995-12-15,42.875,42.875,42.40625,42.40625,29.492422103881836,15800,1.1359429899620623
1995-12-18,42.375,42.375,41.625,41.625,28.949100494384766,3600,1.11501617793458
1995-12-19,41.96875,42.5625,41.96875,42.46875,29.535886764526367,4100,1.137617093784269
1995-12-20,42.890625,42.96875,42.53125,42.53125,29.57938003540039,6000,1.13929229957055
1995-12-21,42.765625,42.9375,42.734375,42.828125,29.785823822021484,10600,1.1472437784761291
1995-12-22,43.296875,43.296875,43.09375,43.09375,29.970565795898438,76600,1.1543593808989514
1995-12-26,43.125,43.328125,43.125,43.328125,30.133577346801758,12900,1.160638004874942
1995-12-27,43.46875,43.53125,43.390625,43.390625,30.177040100097656,29100,1.162312035232877
1995-12-28,43.125,43.328125,43.125,43.328125,30.261898040771484,7800,1.1655804606782854
1995-12-29,43.234375,43.453125,43.046875,43.453125,30.34920310974121,28200,1.168943140784212
1996-01-02,43.28125,43.703125,43.28125,43.671875,30.501983642578125,242500,1.1748277024071083
1996-01-03,43.84375,43.875,43.46875,43.640625,30.480159759521484,14800,1.173987124210966
1996-01-04,43.5,43.609375,42.84375,42.84375,29.923599243164062,205900,1.152550396674008
1996-01-05,42.828125,43.109375,42.796875,42.9375,29.989063262939453,30300,1.1550718374053477
1996-01-08,43.203125,43.203125,42.984375,43.109375,30.109111785888672,3800,1.159695678662574
1996-01-09,43.265625,43.265625,42.203125,42.203125,29.476146697998047,29600,1.1353161193321304
1996-01-10,41.640625,42.234375,41.484375,41.484375,28.974170684814453,11200,1.1159817923210589
1996-01-11,42.0,42.3125,41.890625,42.234375,29.497982025146484,8100,1.1361571383139024
1996-01-12,42.46875,42.46875,41.9375,42.15625,29.44341468811035,27400,1.1340553989664606
1996-01-15,42.234375,42.265625,41.40625,41.40625,28.919584274291992,15200,1.1138793183309006
1996-01-16,41.796875,41.84375,41.1875,41.765625,29.17059326171875,73100,1.1235472899434245
1996-01-17,41.53125,42.359375,41.53125,42.09375,29.399776458740234,5900,1.1323746098955345
1996-01-18,42.25,42.3125,42.09375,42.265625,29.519798278808594,4600,1.136997422652958
1996-01-19,42.359375,42.703125,42.265625,42.5,29.683513641357422,10400,1.143303154945185
1996-01-22,42.640625,42.84375,42.640625,42.84375,29.923599243164062,30400,1.152550396674008
1996-01-23,42.75,42.96875,42.71875,42.71875,29.836286544799805,1800,1.1491874227109946
1996-01-24,43.0,43.46875,43.0,43.46875,30.360118865966797,37700,1.1693635768108264
1996-01-25,43.484375,43.484375,43.078125,43.078125,30.087282180786133,4200,1.1588548800736171
1996-01-26,42.859375,43.515625,42.859375,43.46875,30.360118865966797,46300,1.1693635768108264
1996-01-29,43.5,43.5,43.4375,43.5,30.38193130493164,2200,1.1702037142213386
1996-01-30,43.765625,44.0,43.703125,44.0,30.731157302856445,28300,1.1836546550378602
